Date,Ticker,Close_Price,Bank
2022-05-09,TD.TO,77.86,TD Bank
2022-05-10,BMO.TO,112.03,BMO
2022-05-10,CM.TO,56.92,CIBC
2022-05-10,RY.TO,109.68,Royal Bank
2022-05-10,BNS.TO,64.66,Scotiabank
2022-05-10,TD.TO,77.41,TD Bank
2022-05-11,BMO.TO,111.79,BMO
2022-05-11,CM.TO,56.33,CIBC
2022-05-11,RY.TO,109.7,Royal Bank
2022-05-11,BNS.TO,64.39,Scotiabank
2022-05-11,TD.TO,78.01,TD Bank
2022-05-12,BMO.TO,111.22,BMO
2022-05-12,CM.TO,55.87,CIBC
2022-05-12,RY.TO,108.79,Royal Bank
2022-05-12,BNS.TO,64.2,Scotiabank
2022-05-12,TD.TO,77.42,TD Bank
2022-05-13,BMO.TO,112.3,BMO
2022-05-13,CM.TO,56.72,CIBC
2022-05-13,RY.TO,109.9,Royal Bank
2022-05-13,BNS.TO,64.79,Scotiabank
2022-05-13,TD.TO,77.38,TD Bank
2022-05-16,BMO.TO,113.02,BMO
2022-05-16,CM.TO,57.31,CIBC
2022-05-16,RY.TO,110.13,Royal Bank
2022-05-16,BNS.TO,65.09,Scotiabank
2022-05-16,TD.TO,77.56,TD Bank
2022-05-17,BMO.TO,114.94,BMO
2022-05-17,CM.TO,58.28,CIBC
2022-05-17,RY.TO,110.42,Royal Bank
2022-05-17,BNS.TO,66.06,Scotiabank
2022-05-17,TD.TO,79.03,TD Bank
2022-05-18,BMO.TO,112.7,BMO
2022-05-18,CM.TO,57.04,CIBC
2022-05-18,RY.TO,109.33,Royal Bank
2022-05-18,BNS.TO,64.44,Scotiabank
2022-05-18,TD.TO,77.83,TD Bank
2022-05-19,BMO.TO,111.26,BMO
2022-05-19,CM.TO,56.62,CIBC
2022-05-19,RY.TO,110.21,Royal Bank
2022-05-19,BNS.TO,64.31,Scotiabank
2022-05-19,TD.TO,77.24,TD Bank
2022-05-20,BMO.TO,111.37,BMO
2022-05-20,CM.TO,56.66,CIBC
2022-05-20,RY.TO,110.44,Royal Bank
2022-05-20,BNS.TO,64.12,Scotiabank
2022-05-20,TD.TO,77.53,TD Bank
2022-05-24,BMO.TO,113.18,BMO
2022-05-24,CM.TO,57.56,CIBC
2022-05-24,RY.TO,111.63,Royal Bank
2022-05-24,BNS.TO,65.03,Scotiabank
2022-05-24,TD.TO,77.8,TD Bank
2022-05-25,BMO.TO,112.94,BMO
2022-05-25,CM.TO,57.92,CIBC
2022-05-25,RY.TO,111.57,Royal Bank
2022-05-25,BNS.TO,66.93,Scotiabank
2022-05-25,TD.TO,78.93,TD Bank
2022-05-26,BMO.TO,114.96,BMO
2022-05-26,CM.TO,56.74,CIBC
2022-05-26,RY.TO,111.56,Royal Bank
2022-05-26,BNS.TO,67.39,Scotiabank
2022-05-26,TD.TO,80.17,TD Bank
2022-05-27,BMO.TO,116.13,BMO
2022-05-27,CM.TO,57.16,CIBC
2022-05-27,RY.TO,113.66,Royal Bank
2022-05-27,BNS.TO,68.17,Scotiabank
2022-05-27,TD.TO,80.81,TD Bank
2022-05-30,BMO.TO,116.89,BMO
2022-05-30,CM.TO,57.8,CIBC
2022-05-30,RY.TO,114.65,Royal Bank
2022-05-30,BNS.TO,68.27,Scotiabank
2022-05-30,TD.TO,81.58,TD Bank
2022-05-31,BMO.TO,117.04,BMO
2022-05-31,CM.TO,57.49,CIBC
2022-05-31,RY.TO,114.71,Royal Bank
2022-05-31,BNS.TO,68.55,Scotiabank
2022-05-31,TD.TO,81.37,TD Bank
2022-06-01,BMO.TO,117.02,BMO
2022-06-01,CM.TO,57.77,CIBC
2022-06-01,RY.TO,114.96,Royal Bank
2022-06-01,BNS.TO,68.31,Scotiabank
2022-06-01,TD.TO,80.81,TD Bank
2022-06-02,BMO.TO,117.65,BMO
2022-06-02,CM.TO,58.64,CIBC
2022-06-02,RY.TO,115.32,Royal Bank
2022-06-02,BNS.TO,68.75,Scotiabank
2022-06-02,TD.TO,81.5,TD Bank
2022-06-03,BMO.TO,116.5,BMO
2022-06-03,CM.TO,58.12,CIBC
2022-06-03,RY.TO,114.52,Royal Bank
2022-06-03,BNS.TO,68.09,Scotiabank
2022-06-03,TD.TO,80.5,TD Bank
2022-06-06,BMO.TO,117.48,BMO
2022-06-06,CM.TO,58.09,CIBC
2022-06-06,RY.TO,114.99,Royal Bank
2022-06-06,BNS.TO,67.61,Scotiabank
2022-06-06,TD.TO,80.7,TD Bank
2022-06-07,BMO.TO,117.56,BMO
2022-06-07,CM.TO,58.19,CIBC
2022-06-07,RY.TO,115.51,Royal Bank
2022-06-07,BNS.TO,68.13,Scotiabank
2022-06-07,TD.TO,80.63,TD Bank
2022-06-08,BMO.TO,116.38,BMO
2022-06-08,CM.TO,57.88,CIBC
2022-06-08,RY.TO,114.45,Royal Bank
2022-06-08,BNS.TO,67.46,Scotiabank
2022-06-08,TD.TO,79.85,TD Bank
2022-06-09,BMO.TO,114.52,BMO
2022-06-09,CM.TO,56.62,CIBC
2022-06-09,RY.TO,113.64,Royal Bank
2022-06-09,BNS.TO,66.58,Scotiabank
2022-06-09,TD.TO,78.52,TD Bank
2022-06-10,BMO.TO,111.84,BMO
2022-06-10,CM.TO,55.63,CIBC
2022-06-10,RY.TO,111.57,Royal Bank
2022-06-10,BNS.TO,65.48,Scotiabank
2022-06-10,TD.TO,77.13,TD Bank
2022-06-13,BMO.TO,109.99,BMO
2022-06-13,CM.TO,54.2,CIBC
2022-06-13,RY.TO,109.95,Royal Bank
2022-06-13,BNS.TO,64.77,Scotiabank
2022-06-13,TD.TO,76.02,TD Bank
2022-06-14,BMO.TO,109.22,BMO
2022-06-14,CM.TO,53.69,CIBC
2022-06-14,RY.TO,109.37,Royal Bank
2022-06-14,BNS.TO,64.46,Scotiabank
2022-06-14,TD.TO,75.22,TD Bank
2022-06-15,BMO.TO,110.04,BMO
2022-06-15,CM.TO,54.33,CIBC
2022-06-15,RY.TO,109.86,Royal Bank
2022-06-15,BNS.TO,64.73,Scotiabank
2022-06-15,TD.TO,75.06,TD Bank
2022-06-16,BMO.TO,107.51,BMO
2022-06-16,CM.TO,52.66,CIBC
2022-06-16,RY.TO,108.29,Royal Bank
2022-06-16,BNS.TO,63.44,Scotiabank
2022-06-16,TD.TO,72.54,TD Bank
2022-06-17,BMO.TO,106.59,BMO
2022-06-17,CM.TO,53.0,CIBC
2022-06-17,RY.TO,108.08,Royal Bank
2022-06-17,BNS.TO,63.36,Scotiabank
2022-06-17,TD.TO,72.77,TD Bank
2022-06-20,BMO.TO,108.65,BMO
2022-06-20,CM.TO,54.07,CIBC
2022-06-20,RY.TO,109.33,Royal Bank
2022-06-20,BNS.TO,64.08,Scotiabank
2022-06-20,TD.TO,73.52,TD Bank
2022-06-21,BMO.TO,108.34,BMO
2022-06-21,CM.TO,54.0,CIBC
2022-06-21,RY.TO,109.69,Royal Bank
2022-06-21,BNS.TO,64.08,Scotiabank
2022-06-21,TD.TO,73.67,TD Bank
2022-06-22,BMO.TO,106.54,BMO
2022-06-22,CM.TO,53.11,CIBC
2022-06-22,RY.TO,108.69,Royal Bank
2022-06-22,BNS.TO,62.28,Scotiabank
2022-06-22,TD.TO,73.1,TD Bank
2022-06-23,BMO.TO,103.72,BMO
2022-06-23,CM.TO,51.5,CIBC
2022-06-23,RY.TO,107.06,Royal Bank
2022-06-23,BNS.TO,60.42,Scotiabank
2022-06-23,TD.TO,70.72,TD Bank
2022-06-24,BMO.TO,104.77,BMO
2022-06-24,CM.TO,52.26,CIBC
2022-06-24,RY.TO,107.92,Royal Bank
2022-06-24,BNS.TO,60.38,Scotiabank
2022-06-24,TD.TO,70.49,TD Bank
2022-06-27,BMO.TO,106.03,BMO
2022-06-27,CM.TO,52.73,CIBC
2022-06-27,RY.TO,108.29,Royal Bank
2022-06-27,BNS.TO,61.45,Scotiabank
2022-06-27,TD.TO,71.43,TD Bank
2022-06-28,BMO.TO,106.06,BMO
2022-06-28,CM.TO,52.67,CIBC
2022-06-28,RY.TO,108.79,Royal Bank
2022-06-28,BNS.TO,61.25,Scotiabank
2022-06-28,TD.TO,71.36,TD Bank
2022-06-29,BMO.TO,105.79,BMO
2022-06-29,CM.TO,52.46,CIBC
2022-06-29,RY.TO,109.39,Royal Bank
2022-06-29,BNS.TO,61.52,Scotiabank
2022-06-29,TD.TO,71.46,TD Bank
2022-06-30,BMO.TO,105.29,BMO
2022-06-30,CM.TO,52.34,CIBC
2022-06-30,RY.TO,108.18,Royal Bank
2022-06-30,BNS.TO,60.88,Scotiabank
2022-06-30,TD.TO,71.06,TD Bank
2022-07-04,BMO.TO,106.2,BMO
2022-07-04,CM.TO,52.5,CIBC
2022-07-04,RY.TO,109.09,Royal Bank
2022-07-04,BNS.TO,60.83,Scotiabank
2022-07-04,TD.TO,70.75,TD Bank
2022-07-05,BMO.TO,105.16,BMO
2022-07-05,CM.TO,52.25,CIBC
2022-07-05,RY.TO,108.38,Royal Bank
2022-07-05,BNS.TO,60.56,Scotiabank
2022-07-05,TD.TO,70.56,TD Bank
2022-07-06,BMO.TO,105.85,BMO
2022-07-06,CM.TO,52.19,CIBC
2022-07-06,RY.TO,108.96,Royal Bank
2022-07-06,BNS.TO,60.58,Scotiabank
2022-07-06,TD.TO,70.0,TD Bank
2022-07-07,BMO.TO,107.45,BMO
2022-07-07,CM.TO,53.2,CIBC
2022-07-07,RY.TO,110.64,Royal Bank
2022-07-07,BNS.TO,61.05,Scotiabank
2022-07-07,TD.TO,70.15,TD Bank
2022-07-08,BMO.TO,107.45,BMO
2022-07-08,CM.TO,53.2,CIBC
2022-07-08,RY.TO,110.71,Royal Bank
2022-07-08,BNS.TO,61.28,Scotiabank
2022-07-08,TD.TO,70.81,TD Bank
2022-07-11,BMO.TO,106.87,BMO
2022-07-11,CM.TO,53.05,CIBC
2022-07-11,RY.TO,110.55,Royal Bank
2022-07-11,BNS.TO,61.11,Scotiabank
2022-07-11,TD.TO,69.64,TD Bank
2022-07-12,BMO.TO,106.52,BMO
2022-07-12,CM.TO,52.83,CIBC
2022-07-12,RY.TO,110.81,Royal Bank
2022-07-12,BNS.TO,60.72,Scotiabank
2022-07-12,TD.TO,68.78,TD Bank
2022-07-13,BMO.TO,104.75,BMO
2022-07-13,CM.TO,51.91,CIBC
2022-07-13,RY.TO,109.66,Royal Bank
2022-07-13,BNS.TO,59.99,Scotiabank
2022-07-13,TD.TO,67.94,TD Bank
2022-07-14,BMO.TO,101.53,BMO
2022-07-14,CM.TO,49.62,CIBC
2022-07-14,RY.TO,103.49,Royal Bank
2022-07-14,BNS.TO,58.09,Scotiabank
2022-07-14,TD.TO,66.52,TD Bank
2022-07-15,BMO.TO,101.94,BMO
2022-07-15,CM.TO,49.86,CIBC
2022-07-15,RY.TO,102.96,Royal Bank
2022-07-15,BNS.TO,58.67,Scotiabank
2022-07-15,TD.TO,67.13,TD Bank
2022-07-18,BMO.TO,103.14,BMO
2022-07-18,CM.TO,50.57,CIBC
2022-07-18,RY.TO,104.85,Royal Bank
2022-07-18,BNS.TO,59.41,Scotiabank
2022-07-18,TD.TO,67.78,TD Bank
2022-07-19,BMO.TO,105.46,BMO
2022-07-19,CM.TO,52.03,CIBC
2022-07-19,RY.TO,107.0,Royal Bank
2022-07-19,BNS.TO,60.66,Scotiabank
2022-07-19,TD.TO,69.76,TD Bank
2022-07-20,BMO.TO,106.21,BMO
2022-07-20,CM.TO,52.24,CIBC
2022-07-20,RY.TO,107.36,Royal Bank
2022-07-20,BNS.TO,60.76,Scotiabank
2022-07-20,TD.TO,69.91,TD Bank
2022-07-21,BMO.TO,106.71,BMO
2022-07-21,CM.TO,52.5,CIBC
2022-07-21,RY.TO,107.69,Royal Bank
2022-07-21,BNS.TO,61.04,Scotiabank
2022-07-21,TD.TO,69.98,TD Bank
2022-07-22,BMO.TO,106.58,BMO
2022-07-22,CM.TO,52.71,CIBC
2022-07-22,RY.TO,107.29,Royal Bank
2022-07-22,BNS.TO,60.83,Scotiabank
2022-07-22,TD.TO,69.8,TD Bank
2022-07-25,BMO.TO,107.52,BMO
2022-07-25,CM.TO,52.99,CIBC
2022-07-25,RY.TO,107.96,Royal Bank
2022-07-25,BNS.TO,61.36,Scotiabank
2022-07-25,TD.TO,70.18,TD Bank
2022-07-26,BMO.TO,107.05,BMO
2022-07-26,CM.TO,52.79,CIBC
2022-07-26,RY.TO,106.86,Royal Bank
2022-07-26,BNS.TO,61.45,Scotiabank
2022-07-26,TD.TO,69.26,TD Bank
2022-07-27,BMO.TO,108.3,BMO
2022-07-27,CM.TO,53.32,CIBC
2022-07-27,RY.TO,107.57,Royal Bank
2022-07-27,BNS.TO,62.13,Scotiabank
2022-07-27,TD.TO,70.15,TD Bank
2022-07-28,BMO.TO,108.76,BMO
2022-07-28,CM.TO,53.72,CIBC
2022-07-28,RY.TO,108.53,Royal Bank
2022-07-28,BNS.TO,62.54,Scotiabank
2022-07-28,TD.TO,69.83,TD Bank
2022-07-29,BMO.TO,109.79,BMO
2022-07-29,CM.TO,54.24,CIBC
2022-07-29,RY.TO,109.5,Royal Bank
2022-07-29,BNS.TO,63.19,Scotiabank
2022-07-29,TD.TO,70.78,TD Bank
2022-08-02,BMO.TO,108.52,BMO
2022-08-02,CM.TO,53.89,CIBC
2022-08-02,RY.TO,108.95,Royal Bank
2022-08-02,BNS.TO,62.7,Scotiabank
2022-08-02,TD.TO,70.49,TD Bank
2022-08-03,BMO.TO,109.69,BMO
2022-08-03,CM.TO,54.36,CIBC
2022-08-03,RY.TO,110.74,Royal Bank
2022-08-03,BNS.TO,63.2,Scotiabank
2022-08-03,TD.TO,71.42,TD Bank
2022-08-04,BMO.TO,109.22,BMO
2022-08-04,CM.TO,54.33,CIBC
2022-08-04,RY.TO,110.89,Royal Bank
2022-08-04,BNS.TO,63.32,Scotiabank
2022-08-04,TD.TO,70.65,TD Bank
2022-08-05,BMO.TO,110.08,BMO
2022-08-05,CM.TO,54.63,CIBC
2022-08-05,RY.TO,110.92,Royal Bank
2022-08-05,BNS.TO,63.57,Scotiabank
2022-08-05,TD.TO,71.0,TD Bank
2022-08-08,BMO.TO,109.87,BMO
2022-08-08,CM.TO,54.35,CIBC
2022-08-08,RY.TO,109.28,Royal Bank
2022-08-08,BNS.TO,63.45,Scotiabank
2022-08-08,TD.TO,70.86,TD Bank
2022-08-09,BMO.TO,109.23,BMO
2022-08-09,CM.TO,54.1,CIBC
2022-08-09,RY.TO,108.93,Royal Bank
2022-08-09,BNS.TO,62.96,Scotiabank
2022-08-09,TD.TO,70.44,TD Bank
2022-08-10,BMO.TO,111.14,BMO
2022-08-10,CM.TO,55.17,CIBC
2022-08-10,RY.TO,110.42,Royal Bank
2022-08-10,BNS.TO,64.35,Scotiabank
2022-08-10,TD.TO,72.09,TD Bank
2022-08-11,BMO.TO,112.08,BMO
2022-08-11,CM.TO,55.79,CIBC
2022-08-11,RY.TO,111.28,Royal Bank
2022-08-11,BNS.TO,64.57,Scotiabank
2022-08-11,TD.TO,72.61,TD Bank
2022-08-12,BMO.TO,114.12,BMO
2022-08-12,CM.TO,56.13,CIBC
2022-08-12,RY.TO,112.28,Royal Bank
2022-08-12,BNS.TO,65.12,Scotiabank
2022-08-12,TD.TO,73.56,TD Bank
2022-08-15,BMO.TO,114.69,BMO
2022-08-15,CM.TO,56.3,CIBC
2022-08-15,RY.TO,112.65,Royal Bank
2022-08-15,BNS.TO,65.71,Scotiabank
2022-08-15,TD.TO,74.14,TD Bank
2022-08-16,BMO.TO,116.14,BMO
2022-08-16,CM.TO,57.18,CIBC
2022-08-16,RY.TO,113.36,Royal Bank
2022-08-16,BNS.TO,66.12,Scotiabank
2022-08-16,TD.TO,75.28,TD Bank
2022-08-17,BMO.TO,115.79,BMO
2022-08-17,CM.TO,57.28,CIBC
2022-08-17,RY.TO,113.2,Royal Bank
2022-08-17,BNS.TO,66.17,Scotiabank
2022-08-17,TD.TO,75.12,TD Bank
2022-08-18,BMO.TO,116.59,BMO
2022-08-18,CM.TO,57.32,CIBC
2022-08-18,RY.TO,113.66,Royal Bank
2022-08-18,BNS.TO,66.26,Scotiabank
2022-08-18,TD.TO,75.22,TD Bank
2022-08-19,BMO.TO,115.15,BMO
2022-08-19,CM.TO,56.77,CIBC
2022-08-19,RY.TO,113.18,Royal Bank
2022-08-19,BNS.TO,65.81,Scotiabank
2022-08-19,TD.TO,74.41,TD Bank
2022-08-22,BMO.TO,113.56,BMO
2022-08-22,CM.TO,55.96,CIBC
2022-08-22,RY.TO,111.93,Royal Bank
2022-08-22,BNS.TO,65.44,Scotiabank
2022-08-22,TD.TO,72.99,TD Bank
2022-08-23,BMO.TO,112.79,BMO
2022-08-23,CM.TO,55.8,CIBC
2022-08-23,RY.TO,110.93,Royal Bank
2022-08-23,BNS.TO,62.0,Scotiabank
2022-08-23,TD.TO,73.0,TD Bank
2022-08-24,BMO.TO,111.0,BMO
2022-08-24,CM.TO,54.85,CIBC
2022-08-24,RY.TO,108.05,Royal Bank
2022-08-24,BNS.TO,60.74,Scotiabank
2022-08-24,TD.TO,72.69,TD Bank
2022-08-25,BMO.TO,111.38,BMO
2022-08-25,CM.TO,54.74,CIBC
2022-08-25,RY.TO,110.29,Royal Bank
2022-08-25,BNS.TO,61.32,Scotiabank
2022-08-25,TD.TO,73.23,TD Bank
2022-08-26,BMO.TO,110.54,BMO
2022-08-26,CM.TO,54.37,CIBC
2022-08-26,RY.TO,109.6,Royal Bank
2022-08-26,BNS.TO,60.59,Scotiabank
2022-08-26,TD.TO,73.92,TD Bank
2022-08-29,BMO.TO,109.88,BMO
2022-08-29,CM.TO,53.68,CIBC
2022-08-29,RY.TO,109.69,Royal Bank
2022-08-29,BNS.TO,60.2,Scotiabank
2022-08-29,TD.TO,73.29,TD Bank
2022-08-30,BMO.TO,107.06,BMO
2022-08-30,CM.TO,53.04,CIBC
2022-08-30,RY.TO,108.0,Royal Bank
2022-08-30,BNS.TO,59.58,Scotiabank
2022-08-30,TD.TO,72.75,TD Bank
2022-08-31,BMO.TO,104.28,BMO
2022-08-31,CM.TO,52.0,CIBC
2022-08-31,RY.TO,107.11,Royal Bank
2022-08-31,BNS.TO,58.83,Scotiabank
2022-08-31,TD.TO,71.89,TD Bank
2022-09-01,BMO.TO,104.29,BMO
2022-09-01,CM.TO,51.39,CIBC
2022-09-01,RY.TO,106.9,Royal Bank
2022-09-01,BNS.TO,57.82,Scotiabank
2022-09-01,TD.TO,71.91,TD Bank
2022-09-02,BMO.TO,104.73,BMO
2022-09-02,CM.TO,51.63,CIBC
2022-09-02,RY.TO,107.91,Royal Bank
2022-09-02,BNS.TO,57.85,Scotiabank
2022-09-02,TD.TO,72.78,TD Bank
2022-09-06,BMO.TO,103.63,BMO
2022-09-06,CM.TO,51.37,CIBC
2022-09-06,RY.TO,107.43,Royal Bank
2022-09-06,BNS.TO,57.26,Scotiabank
2022-09-06,TD.TO,71.57,TD Bank
2022-09-07,BMO.TO,104.43,BMO
2022-09-07,CM.TO,51.78,CIBC
2022-09-07,RY.TO,108.68,Royal Bank
2022-09-07,BNS.TO,57.44,Scotiabank
2022-09-07,TD.TO,72.44,TD Bank
2022-09-08,BMO.TO,106.97,BMO
2022-09-08,CM.TO,52.67,CIBC
2022-09-08,RY.TO,110.19,Royal Bank
2022-09-08,BNS.TO,58.82,Scotiabank
2022-09-08,TD.TO,73.37,TD Bank
2022-09-09,BMO.TO,109.6,BMO
2022-09-09,CM.TO,53.42,CIBC
2022-09-09,RY.TO,111.98,Royal Bank
2022-09-09,BNS.TO,59.4,Scotiabank
2022-09-09,TD.TO,74.94,TD Bank
2022-09-12,BMO.TO,110.67,BMO
2022-09-12,CM.TO,54.02,CIBC
2022-09-12,RY.TO,113.07,Royal Bank
2022-09-12,BNS.TO,59.63,Scotiabank
2022-09-12,TD.TO,75.78,TD Bank
2022-09-13,BMO.TO,108.23,BMO
2022-09-13,CM.TO,53.09,CIBC
2022-09-13,RY.TO,111.28,Royal Bank
2022-09-13,BNS.TO,58.33,Scotiabank
2022-09-13,TD.TO,74.11,TD Bank
2022-09-14,BMO.TO,109.15,BMO
2022-09-14,CM.TO,53.14,CIBC
2022-09-14,RY.TO,111.36,Royal Bank
2022-09-14,BNS.TO,58.15,Scotiabank
2022-09-14,TD.TO,74.55,TD Bank
2022-09-15,BMO.TO,109.95,BMO
2022-09-15,CM.TO,53.69,CIBC
2022-09-15,RY.TO,112.18,Royal Bank
2022-09-15,BNS.TO,57.8,Scotiabank
2022-09-15,TD.TO,74.89,TD Bank
2022-09-16,BMO.TO,109.01,BMO
2022-09-16,CM.TO,53.01,CIBC
2022-09-16,RY.TO,110.9,Royal Bank
2022-09-16,BNS.TO,57.72,Scotiabank
2022-09-16,TD.TO,74.82,TD Bank
2022-09-19,BMO.TO,109.69,BMO
2022-09-19,CM.TO,53.59,CIBC
2022-09-19,RY.TO,111.92,Royal Bank
2022-09-19,BNS.TO,57.99,Scotiabank
2022-09-19,TD.TO,75.19,TD Bank
2022-09-20,BMO.TO,108.42,BMO
2022-09-20,CM.TO,52.76,CIBC
2022-09-20,RY.TO,111.6,Royal Bank
2022-09-20,BNS.TO,57.58,Scotiabank
2022-09-20,TD.TO,74.7,TD Bank
2022-09-21,BMO.TO,107.47,BMO
2022-09-21,CM.TO,52.29,CIBC
2022-09-21,RY.TO,110.16,Royal Bank
2022-09-21,BNS.TO,56.88,Scotiabank
2022-09-21,TD.TO,73.22,TD Bank
2022-09-22,BMO.TO,106.67,BMO
2022-09-22,CM.TO,52.08,CIBC
2022-09-22,RY.TO,109.61,Royal Bank
2022-09-22,BNS.TO,56.61,Scotiabank
2022-09-22,TD.TO,73.37,TD Bank
2022-09-23,BMO.TO,104.48,BMO
2022-09-23,CM.TO,50.96,CIBC
2022-09-23,RY.TO,108.22,Royal Bank
2022-09-23,BNS.TO,56.08,Scotiabank
2022-09-23,TD.TO,71.79,TD Bank
2022-09-26,BMO.TO,105.12,BMO
2022-09-26,CM.TO,51.3,CIBC
2022-09-26,RY.TO,108.65,Royal Bank
2022-09-26,BNS.TO,54.52,Scotiabank
2022-09-26,TD.TO,72.28,TD Bank
2022-09-27,BMO.TO,103.78,BMO
2022-09-27,CM.TO,50.83,CIBC
2022-09-27,RY.TO,107.88,Royal Bank
2022-09-27,BNS.TO,54.08,Scotiabank
2022-09-27,TD.TO,71.82,TD Bank
2022-09-28,BMO.TO,105.97,BMO
2022-09-28,CM.TO,51.81,CIBC
2022-09-28,RY.TO,109.38,Royal Bank
2022-09-28,BNS.TO,54.28,Scotiabank
2022-09-28,TD.TO,72.71,TD Bank
2022-09-29,BMO.TO,104.28,BMO
2022-09-29,CM.TO,51.32,CIBC
2022-09-29,RY.TO,109.13,Royal Bank
2022-09-29,BNS.TO,53.54,Scotiabank
2022-09-29,TD.TO,72.29,TD Bank
2022-09-30,BMO.TO,104.12,BMO
2022-09-30,CM.TO,51.32,CIBC
2022-09-30,RY.TO,109.07,Royal Bank
2022-09-30,BNS.TO,53.22,Scotiabank
2022-09-30,TD.TO,72.09,TD Bank
2022-10-03,BMO.TO,105.96,BMO
2022-10-03,CM.TO,52.25,CIBC
2022-10-03,RY.TO,110.02,Royal Bank
2022-10-03,BNS.TO,53.97,Scotiabank
2022-10-03,TD.TO,73.49,TD Bank
2022-10-04,BMO.TO,107.75,BMO
2022-10-04,CM.TO,52.86,CIBC
2022-10-04,RY.TO,112.87,Royal Bank
2022-10-04,BNS.TO,55.23,Scotiabank
2022-10-04,TD.TO,74.87,TD Bank
2022-10-05,BMO.TO,107.27,BMO
2022-10-05,CM.TO,52.14,CIBC
2022-10-05,RY.TO,112.39,Royal Bank
2022-10-05,BNS.TO,54.78,Scotiabank
2022-10-05,TD.TO,74.44,TD Bank
2022-10-06,BMO.TO,104.21,BMO
2022-10-06,CM.TO,50.65,CIBC
2022-10-06,RY.TO,109.24,Royal Bank
2022-10-06,BNS.TO,53.77,Scotiabank
2022-10-06,TD.TO,71.72,TD Bank
2022-10-07,BMO.TO,101.44,BMO
2022-10-07,CM.TO,49.63,CIBC
2022-10-07,RY.TO,106.13,Royal Bank
2022-10-07,BNS.TO,53.38,Scotiabank
2022-10-07,TD.TO,70.7,TD Bank
2022-10-11,BMO.TO,98.78,BMO
2022-10-11,CM.TO,47.56,CIBC
2022-10-11,RY.TO,103.56,Royal Bank
2022-10-11,BNS.TO,52.72,Scotiabank
2022-10-11,TD.TO,69.49,TD Bank
2022-10-12,BMO.TO,99.94,BMO
2022-10-12,CM.TO,47.98,CIBC
2022-10-12,RY.TO,104.07,Royal Bank
2022-10-12,BNS.TO,52.7,Scotiabank
2022-10-12,TD.TO,69.62,TD Bank
2022-10-13,BMO.TO,102.86,BMO
2022-10-13,CM.TO,49.14,CIBC
2022-10-13,RY.TO,107.01,Royal Bank
2022-10-13,BNS.TO,54.21,Scotiabank
2022-10-13,TD.TO,72.48,TD Bank
2022-10-14,BMO.TO,102.66,BMO
2022-10-14,CM.TO,49.14,CIBC
2022-10-14,RY.TO,106.94,Royal Bank
2022-10-14,BNS.TO,53.88,Scotiabank
2022-10-14,TD.TO,72.99,TD Bank
2022-10-17,BMO.TO,104.87,BMO
2022-10-17,CM.TO,50.4,CIBC
2022-10-17,RY.TO,108.38,Royal Bank
2022-10-17,BNS.TO,54.46,Scotiabank
2022-10-17,TD.TO,73.4,TD Bank
2022-10-18,BMO.TO,105.99,BMO
2022-10-18,CM.TO,50.77,CIBC
2022-10-18,RY.TO,108.92,Royal Bank
2022-10-18,BNS.TO,54.76,Scotiabank
2022-10-18,TD.TO,74.52,TD Bank
2022-10-19,BMO.TO,103.99,BMO
2022-10-19,CM.TO,50.14,CIBC
2022-10-19,RY.TO,108.12,Royal Bank
2022-10-19,BNS.TO,53.4,Scotiabank
2022-10-19,TD.TO,73.68,TD Bank
2022-10-20,BMO.TO,103.44,BMO
2022-10-20,CM.TO,49.58,CIBC
2022-10-20,RY.TO,106.76,Royal Bank
2022-10-20,BNS.TO,52.63,Scotiabank
2022-10-20,TD.TO,73.0,TD Bank
2022-10-21,BMO.TO,105.4,BMO
2022-10-21,CM.TO,50.47,CIBC
2022-10-21,RY.TO,108.51,Royal Bank
2022-10-21,BNS.TO,53.37,Scotiabank
2022-10-21,TD.TO,74.15,TD Bank
2022-10-24,BMO.TO,106.03,BMO
2022-10-24,CM.TO,50.64,CIBC
2022-10-24,RY.TO,109.22,Royal Bank
2022-10-24,BNS.TO,53.21,Scotiabank
2022-10-24,TD.TO,74.42,TD Bank
2022-10-25,BMO.TO,107.15,BMO
2022-10-25,CM.TO,51.0,CIBC
2022-10-25,RY.TO,109.77,Royal Bank
2022-10-25,BNS.TO,53.77,Scotiabank
2022-10-25,TD.TO,75.04,TD Bank
2022-10-26,BMO.TO,108.42,BMO
2022-10-26,CM.TO,51.61,CIBC
2022-10-26,RY.TO,110.19,Royal Bank
2022-10-26,BNS.TO,53.81,Scotiabank
2022-10-26,TD.TO,74.89,TD Bank
2022-10-27,BMO.TO,108.65,BMO
2022-10-27,CM.TO,51.76,CIBC
2022-10-27,RY.TO,110.5,Royal Bank
2022-10-27,BNS.TO,54.1,Scotiabank
2022-10-27,TD.TO,75.02,TD Bank
2022-10-28,BMO.TO,109.91,BMO
2022-10-28,CM.TO,52.29,CIBC
2022-10-28,RY.TO,111.27,Royal Bank
2022-10-28,BNS.TO,54.47,Scotiabank
2022-10-28,TD.TO,75.4,TD Bank
2022-10-31,BMO.TO,109.11,BMO
2022-10-31,CM.TO,52.51,CIBC
2022-10-31,RY.TO,111.7,Royal Bank
2022-10-31,BNS.TO,54.19,Scotiabank
2022-10-31,TD.TO,74.95,TD Bank
2022-11-01,BMO.TO,108.92,BMO
